Thousand Oaks - 5395016
Available Units - As Of Property Date: 02/14/2026

Parameters: Needed by date - 02/15/2026; 
Accessibility: M-Mobility; H-Hearing; V-Vision

Unit,Amenity,Floor Plan,Floor Plan Group,Rentable Sq Ft,Status,Available Date,Move-In Ready Date,Specials,Deposit,Price,Best Price,Accessibility
 Unit 8-01-1122,29 Of 102, 8A4 - 8A4, 1x1 - One bedroom one bath,727 Sq ft.,On notice,04/07/2026,04/21/2026,2,0.0000,1787,1787,
 Unit 4-26-0206,27 Of 102, 4a4 - 4a4, 1x1 - One bedroom one bath,927 Sq ft.,On notice,04/08/2026,04/22/2026,2,0.0000,1674,1674,
 Unit 3-33-0216,24 Of 102, 3a4 - 3a4, 1x1 - One bedroom one bath,716 Sq ft.,On notice,04/08/2026,04/22/2026,2,0.0000,1354,1354,
 Unit 3-31-0114,26 Of 102, 3a6g - 3a6g, 1x1 - One bedroom one bath,813 Sq ft.,On notice (Break),04/09/2026,04/23/2026,2,0.0000,1469,1469,
 Unit 4c-01-W208,22 Of 102, a-1.2 - a-1.2, 1x1 - One bedroom one bath,991 Sq ft.,On notice,04/09/2026,04/23/2026,2,0.0000,1461,1461,
 Unit 5-18-0413,28 Of 102, 5a5 - 5a5, 1x1 - One bedroom one bath,750 Sq ft.,On notice,04/10/2026,04/24/2026,2,0.0000,1614,1614,
 Unit 7-03-0308,26 Of 102, 7A6.3 - 7A6.3, 1x1 - One bedroom one bath,650 Sq ft.,On notice,04/10/2026,04/24/2026,2,0.0000,1397,1397,
 Unit 4-26-0316,26 Of 102, 4b1 - 4b1," 2x2 - Two bedroom, two bath",1105 Sq ft.,On notice,04/11/2026,04/25/2026,2,0.0000,1892,1871,
 Unit 8-01-1119,27 Of 102, 8A1.1 - 8A1.1, 1x1 - One bedroom one bath,575 Sq ft.,On notice,04/11/2026,04/25/2026,2,0.0000,1517,1517,
 Unit 3-11-0205,24 Of 102, 3b1 - 3b1," 2x2 - Two bedroom, two bath",1131 Sq ft.,On notice,04/13/2026,04/25/2026,2,0.0000,1770,1751,
 Unit 3-31-0106,24 Of 102, 3a3 - 3a3, 1x1 - One bedroom one bath,707 Sq ft.,On notice,04/13/2026,04/25/2026,2,0.0000,1329,1329,
 Unit 4-22-0302,24 Of 102, 4a2 - 4a2, 1x1 - One bedroom one bath,672 Sq ft.,On notice,04/13/2026,04/25/2026,2,0.0000,1329,1329,
 Unit 3-16-0217,24 Of 102, 3a4 - 3a4, 1x1 - One bedroom one bath,716 Sq ft.,On notice,04/13/2026,04/25/2026,2,0.0000,1254,1254,
 Unit 8-01-4110,35 Of 102, 8B6 - 8B6," 2x2 - Two bedroom, two bath",1346 Sq ft.,On notice,04/14/2026,04/28/2026,2,0.0000,2612,2583,
 Unit 5-17-0209,24 Of 102, 5a4 - 5a4, 1x1 - One bedroom one bath,672 Sq ft.,On notice,04/14/2026,04/28/2026,2,0.0000,1419,1419,
 Unit 5-15-0205,22 Of 102, 5a4 - 5a4, 1x1 - One bedroom one bath,672 Sq ft.,On notice,04/14/2026,04/28/2026,2,0.0000,1369,1369,
 Unit 8-01-4017,29 Of 102, 8A8.2 - 8A8.2, 1x1 - One bedroom one bath,871 Sq ft.,On notice,04/19/2026,05/02/2026,2,0.0000,1822,1822,
 Unit 7-04-0308,26 Of 102, 7A6.3 - 7A6.3, 1x1 - One bedroom one bath,650 Sq ft.,On notice,04/19/2026,05/02/2026,2,0.0000,1397,1397,
 Unit 4-21-0118,25 Of 102, 4a1 - 4a1, 1x1 - One bedroom one bath,529 Sq ft.,On notice,04/20/2026,05/02/2026,2,0.0000,1154,1154,
 Unit 5-16-0203,23 Of 102, 5a4 - 5a4, 1x1 - One bedroom one bath,672 Sq ft.,On notice,04/23/2026,05/07/2026,2,0.0000,1494,1494,
 Unit 3-33-0209,22 Of 102, 3a1 - 3a1, 1x1 - One bedroom one bath,609 Sq ft.,On notice,04/25/2026,05/09/2026,2,0.0000,1149,1149,
 Unit 7-03-0118,29 Of 102, 7A7.4 - 7A7.4, 1x1 - One bedroom one bath,750 Sq ft.,On notice,04/27/2026,05/09/2026,2,0.0000,1662,1662,
 Unit 3-04-7191,24 Of 102, 3tha2g - 3tha2g, 1x1 - One bedroom one bath,966 Sq ft.,On notice,04/27/2026,05/09/2026,2,0.0000,1604,1604,
 Unit 8-01-2094,29 Of 102, 8A6.1 - 8A6.1, 1x1 - One bedroom one bath,768 Sq ft.,On notice,04/28/2026,05/12/2026,2,0.0000,1617,1617,
 Unit 7-11-0202,33 Of 102, 7A7.7 - 7A7.7, 1x1 - One bedroom one bath,769 Sq ft.,On notice,05/11/2026,05/23/2026,2,0.0000,1687,1687,
 Unit 7-04-0201,28 Of 102, 7B5 - 7B5," 2x2 - Two bedroom, two bath",1222 Sq ft.,On notice,06/01/2026,06/13/2026,2,0.0000,2443,2443,
 Unit 5-13-0203,22 Of 102, 5a4 - 5a4, 1x1 - One bedroom one bath,672 Sq ft.,On notice,06/01/2026,06/13/2026,2,0.0000,1369,1369,

