Thousand Oaks - 5395016
Available Units - As Of Property Date: 03/17/2026

Parameters: Needed by date - 03/17/2026; 
Accessibility: M-Mobility; H-Hearing; V-Vision

Unit,Amenity,Floor Plan,Floor Plan Group,Rentable Sq Ft,Status,Available Date,Move-In Ready Date,Specials,Deposit,Price,Best Price,Accessibility
 Unit 7-03-0118,29 Of 102, 7A7.4 - 7A7.4, 1x1 - One bedroom one bath,750 Sq ft.,On notice,04/27/2026,05/09/2026,2,0.0000,1539,1539,
 Unit 8-01-4013,28 Of 102, 8A5.4 - 8A5.4, 1x1 - One bedroom one bath,774 Sq ft.,On notice,04/27/2026,05/09/2026,2,0.0000,1509,1509,
 Unit 4c-02-S205,22 Of 102, a-4.2 - a-4.2, 1x1 - One bedroom one bath,969 Sq ft.,On notice,04/27/2026,05/09/2026,2,0.0000,1499,1499,
 Unit 3-11-0103,24 Of 102, 3a3 - 3a3, 1x1 - One bedroom one bath,707 Sq ft.,On notice,04/27/2026,05/09/2026,2,0.0000,1252,1252,
 Unit 8-01-2094,29 Of 102, 8A6.1 - 8A6.1, 1x1 - One bedroom one bath,768 Sq ft.,On notice,04/28/2026,05/12/2026,2,0.0000,1494,1494,
 Unit 5-13-0307,25 Of 102, 5a5 - 5a5, 1x1 - One bedroom one bath,750 Sq ft.,On notice,04/28/2026,05/12/2026,2,0.0000,1316,1316,
 Unit 5-17-0101,29 Of 102, 5a6 - 5a6, 1x1 - One bedroom one bath,865 Sq ft.,On notice,04/29/2026,05/13/2026,2,0.0000,1696,1696,
 Unit 4-27-0103,24 Of 102, 4a3 - 4a3, 1x1 - One bedroom one bath,780 Sq ft.,On notice,05/01/2026,05/15/2026,2,0.0000,1467,1467,
 Unit 5-18-0240,25 Of 102, 5a5 - 5a5, 1x1 - One bedroom one bath,750 Sq ft.,On notice,05/01/2026,05/15/2026,2,0.0000,1346,1346,
 Unit 4-22-0105,25 Of 102, 4b1 - 4b1," 2x2 - Two bedroom, two bath",1105 Sq ft.,On notice,05/02/2026,05/16/2026,2,0.0000,1774,1774,
 Unit 3-20-0201,23 Of 102, 3a5 - 3a5, 1x1 - One bedroom one bath,736 Sq ft.,On notice,05/03/2026,05/16/2026,2,0.0000,1292,1292,
 Unit 4-25-0216,25 Of 102, 4a2 - 4a2, 1x1 - One bedroom one bath,672 Sq ft.,On notice,05/03/2026,05/16/2026,2,0.0000,1292,1292,
 Unit 8-01-3035,27 Of 102, 8A5.2 - 8A5.2, 1x1 - One bedroom one bath,768 Sq ft.,On notice,05/04/2026,05/16/2026,2,0.0000,1529,1529,
 Unit 3-33-0207,24 Of 102, 3a1 - 3a1, 1x1 - One bedroom one bath,609 Sq ft.,On notice,05/05/2026,05/19/2026,2,0.0000,1237,1237,
 Unit 8-01-3114,28 Of 102, 8A1.2 - 8A1.2, 1x1 - One bedroom one bath,602 Sq ft.,On notice,05/06/2026,05/20/2026,2,0.0000,1294,1294,
 Unit 5-02-0214,22 Of 102, 5a4 - 5a4, 1x1 - One bedroom one bath,672 Sq ft.,On notice,05/08/2026,05/22/2026,2,0.0000,1246,1246,
 Unit 7-11-0202,33 Of 102, 7A7.7 - 7A7.7, 1x1 - One bedroom one bath,769 Sq ft.,On notice,05/11/2026,05/23/2026,2,0.0000,1564,1564,
 Unit 4-26-0432,26 Of 102, 4a4 - 4a4, 1x1 - One bedroom one bath,927 Sq ft.,On notice,05/11/2026,05/23/2026,2,0.0000,1607,1607,
 Unit 4-22-0324,23 Of 102, 4a2 - 4a2, 1x1 - One bedroom one bath,672 Sq ft.,On notice,05/11/2026,05/23/2026,2,0.0000,1217,1217,
 Unit 4c-01-W310,21 Of 102, a1.3 - a1.3, 1x1 - One bedroom one bath,973 Sq ft.,On notice,05/12/2026,05/26/2026,2,0.0000,1424,1424,
 Unit 7-03-0310,26 Of 102, 7A6.1 - 7A6.1, 1x1 - One bedroom one bath,625 Sq ft.,On notice,05/12/2026,05/26/2026,2,0.0000,1244,1244,
 Unit 5-01-0206,25 Of 102, 5a8 - 5a8, 1x1 - One bedroom one bath,957 Sq ft.,On notice,05/13/2026,05/27/2026,2,0.0000,1504,1504,
 Unit 7-11-0212,28 Of 102, 7A7.7 - 7A7.7, 1x1 - One bedroom one bath,769 Sq ft.,On notice,05/15/2026,05/29/2026,2,0.0000,1364,1364,
 Unit 3-32-0101,26 Of 102, 3a6g - 3a6g, 1x1 - One bedroom one bath,813 Sq ft.,On notice,05/20/2026,06/03/2026,2,0.0000,1567,1567,
 Unit 4c-02-S204,23 Of 102, a-4.2 - a-4.2, 1x1 - One bedroom one bath,969 Sq ft.,On notice,05/20/2026,06/03/2026,2,0.0000,1574,1574,
 Unit 7-07-0209,28 Of 102, 7B4 - 7B4," 2x2 - Two bedroom, two bath",1197 Sq ft.,On notice,05/22/2026,06/05/2026,2,0.0000,2279,2279,
 Unit 5-18-0114,25 Of 102, 5a5 - 5a5, 1x1 - One bedroom one bath,750 Sq ft.,On notice,05/25/2026,06/06/2026,2,0.0000,1406,1406,
 Unit 4-26-0330,25 Of 102, 4a3 - 4a3, 1x1 - One bedroom one bath,780 Sq ft.,On notice,05/28/2026,06/11/2026,2,0.0000,1397,1397,
 Unit 3-33-0315,22 Of 102, 3a1 - 3a1, 1x1 - One bedroom one bath,609 Sq ft.,On notice,05/30/2026,06/13/2026,2,0.0000,1162,1162,
 Unit 7-04-0201,28 Of 102, 7B5 - 7B5," 2x2 - Two bedroom, two bath",1222 Sq ft.,On notice,06/01/2026,06/13/2026,2,0.0000,2334,2334,
 Unit 3-12-0010,23 Of 102, 3tha1-2 - 3tha1-2, 1x1 - One bedroom one bath,845 Sq ft.,On notice,06/01/2026,06/13/2026,2,0.0000,1467,1467,
 Unit 5-13-0203,22 Of 102, 5a4 - 5a4, 1x1 - One bedroom one bath,672 Sq ft.,On notice,06/01/2026,06/13/2026,2,0.0000,1246,1246,

